affiliations.name.en,affiliations.name.no,affiliations.name.se,affiliations.nameNow.en,affiliations.city.en,affiliations.city.no,affiliations.city.se,affiliations.country.en,affiliations.country.no,affiliations.country.se,affiliations.cityNow.en,affiliations.cityNow.no,affiliations.cityNow.se,affiliations.countryNow.en,affiliations.countryNow.no,affiliations.countryNow.se,affiliations.locationString.en,affiliations.locationString.no,affiliations.locationString.se,id,awardYear,category.en
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",217,1954,Chemistry
University of California,University of California,University of California,University of California,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,"Los Angeles, CA, USA","Los Angeles, CA, USA","Los Angeles, CA, USA",883,2012,Economic Sciences
Royal Institution of Great Britain,Royal Institution of Great Britain,Royal Institution of Great Britain,Royal Institution of Great Britain,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",8,1904,Physics
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",221,1957,Chemistry
"Sorbonne University, Institut Henri Poincaré","Sorbonne University, Institut Henri Poincaré","Sorbonne University, Institut Henri Poincaré","Sorbonne University, Institut Henri Poincaré",Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",36,1929,Physics
University of California School of Medicine,University of California School of Medicine,University of California School of Medicine,University of California School of Medicine,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,"Los Angeles, CA","Los Angeles, CA","Los Angeles, CA",USA,USA,USA,"Los Angeles, CA, USA","Los Angeles, CA, USA","Los Angeles, CA, USA",459,1998,Physiology or Medicine
University of Grenoble,University of Grenoble,University of Grenoble,University of Grenoble,Grenoble,Grenoble,Grenoble,France,Frankrike,Frankrike,Grenoble,Grenoble,Grenoble,France,Frankrike,Frankrike,"Grenoble, France","Grenoble, Frankrike","Grenoble, Frankrike",92,1970,Physics
Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",472,1907,Peace
World Foundation for AIDS Research and Prevention,World Foundation for AIDS Research and Prevention,World Foundation for AIDS Research and Prevention,World Foundation for AIDS Research and Prevention,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",825,2008,Physiology or Medicine
University of California,University of California,University of California,University of California,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA, USA","Berkeley, CA, USA","Berkeley, CA, USA",89,1968,Physics
Institute for Biochemical Research,Institute for Biochemical Research,Institute for Biochemical Research,Institute for Biochemical Research,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,Buenos Aires,Buenos Aires,Buenos Aires,Argentina,Argentina,Argentina,"Buenos Aires, Argentina","Buenos Aires, Argentina","Buenos Aires, Argentina",239,1970,Chemistry
"Binghamton University, State University of New York","Binghamton University, State University of New York","Binghamton University, State University of New York","Binghamton University, State University of New York","New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",977,2019,Chemistry
High Energy Accelerator Research Organization (KEK),High Energy Accelerator Research Organization (KEK),High Energy Accelerator Research Organization (KEK),High Energy Accelerator Research Organization (KEK),Tsukuba,Tsukuba,Tsukuba,Japan,Japan,Japan,Tsukuba,Tsukuba,Tsukuba,Japan,Japan,Japan,"Tsukuba, Japan","Tsukuba, Japan","Tsukuba, Japan",827,2008,Physics
Max-Planck-Institut für Physikalische Chemie,Max-Planck-Institut für Physikalische Chemie,Max-Planck-Institut für Physikalische Chemie,Max-Planck-Institut für Physikalische Chemie,Göttingen,Göttingen,Göttingen,Germany,Tyskland,Tyskland,Göttingen,Göttingen,Göttingen,Germany,Tyskland,Tyskland,"Göttingen, Germany","Göttingen, Tyskland","Göttingen, Tyskland",233,1967,Chemistry
Uppsala University,Uppsala University,Uppsala University,Uppsala University,Uppsala,Uppsala,Uppsala,Sweden,Sverige,Sverige,Uppsala,Uppsala,Uppsala,Sweden,Sverige,Sverige,"Uppsala, Sweden","Uppsala, Sverige","Uppsala, Sverige",29,1924,Physics
University of California,University of California,University of California,University of California,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA","San Diego, CA","San Diego, CA",USA,USA,USA,"San Diego, CA, USA","San Diego, CA, USA","San Diego, CA, USA",79,1963,Physics
Sorbonne University,Sorbonne University,Sorbonne University,Sorbonne University,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",6,1911,Chemistry
Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),Massachusetts Institute of Technology (MIT),"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",282,1995,Chemistry
University of Utah,University of Utah,University of Utah,University of Utah,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",USA,USA,USA,"Salt Lake City, UT","Salt Lake City, UT","Salt Lake City, UT",USA,USA,USA,"Salt Lake City, UT, USA","Salt Lake City, UT, USA","Salt Lake City, UT, USA",811,2007,Physiology or Medicine
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,811,2007,Physiology or Medicine
National Institutes of Health,National Institutes of Health,National Institutes of Health,National Institutes of Health,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD","Bethesda, MD","Bethesda, MD",USA,USA,USA,"Bethesda, MD, USA","Bethesda, MD, USA","Bethesda, MD, USA",390,1968,Physiology or Medicine
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",830,2008,Chemistry
Université de Strasbourg,Université de Strasbourg,Université de Strasbourg,Université de Strasbourg,Strasbourg,Strasbourg,Strasbourg,France,Frankrike,Frankrike,Strasbourg,Strasbourg,Strasbourg,France,Frankrike,Frankrike,"Strasbourg, France","Strasbourg, Frankrike","Strasbourg, Frankrike",889,2013,Chemistry
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",889,2013,Chemistry
Stanford University,Stanford University,Stanford University,Stanford University,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",147,1995,Physics
National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,National Institute of Environmental Health Sciences,"Research Triangle Park, NC","forskning Triangle Park, NC","Research Triangle Park, NC",USA,USA,USA,"Research Triangle Park, NC","forskning Triangle Park, NC","Research Triangle Park, NC",USA,USA,USA,"Research Triangle Park, NC, USA","forskning Triangle Park, NC, USA","Research Triangle Park, NC, USA",451,1994,Physiology or Medicine
University of Cambridge,University of Cambridge,University of Cambridge,University of Cambridge,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",100,1974,Physics
University of Tokyo,University of Tokyo,University of Tokyo,University of Tokyo,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,Tokyo,Tokyo,Tokyo,Japan,Japan,Japan,"Tokyo, Japan","Tokyo, Japan","Tokyo, Japan",754,2002,Physics
École Nationale Supérieur des Mines de Paris,École Nationale Supérieur des Mines de Paris,École Nationale Supérieur des Mines de Paris,École Nationale Supérieur des Mines de Paris,Paris,Paris,Paris,France,Frankrike,Frankrike,Paris,Paris,Paris,France,Frankrike,Frankrike,"Paris, France","Paris, Frankrike","Paris, Frankrike",702,1988,Economic Sciences
London University,London University,London University,London University,London,London,London,United Kingdom,Storbritannia,Storbritannien,London,London,London,United Kingdom,Storbritannia,Storbritannien,"London, United Kingdom","London, Storbritannia","London, Storbritannien",374,1962,Physiology or Medicine
Edinburgh University,Edinburgh University,Edinburgh University,Edinburgh University,Edinburgh,Edinburgh,Edinburgh,United Kingdom,Storbritannia,Storbritannien,Edinburgh,Edinburgh,Edinburgh,United Kingdom,Storbritannia,Storbritannien,"Edinburgh, United Kingdom","Edinburgh, Storbritannia","Edinburgh, Storbritannien",61,1954,Physics
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",391,1969,Physiology or Medicine
MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,MRC Laboratory of Molecular Biology,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,Cambridge,Cambridge,Cambridge,United Kingdom,Storbritannia,Storbritannien,"Cambridge, United Kingdom","Cambridge, Storbritannia","Cambridge, Storbritannien",226,1962,Chemistry
Berlin University,Berlin University,Berlin University,Berlin University,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,Berlin,Berlin,Berlin,Germany,Tyskland,Tyskland,"Berlin, Germany","Berlin, Tyskland","Berlin, Tyskland",23,1918,Physics
"Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","Laboratories of the Division of Medicine and Public Health, Rockefeller Foundation","New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",352,1951,Physiology or Medicine
Frankfurt-on-the-Main University,Frankfurt-on-the-Main University,Frankfurt-on-the-Main University,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Frankfurt am Main,Frankfurt am Main,Germany,Tyskland,Tyskland,Frankfurt-on-the-Main,Frankfurt am Main,Frankfurt am Main,Germany,Tyskland,Tyskland,"Frankfurt-on-the-Main, Germany","Frankfurt am Main, Tyskland","Frankfurt am Main, Tyskland",19,1914,Physics
Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),Norwegian University of Science and Technology (NTNU),Trondheim,Trondheim,Trondheim,Norway,Norge,Norge,Trondheim,Trondheim,Trondheim,Norway,Norge,Norge,"Trondheim, Norway","Trondheim, Norge","Trondheim, Norge",904,2014,Physiology or Medicine
University of California,University of California,University of California,University of California,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA","Berkeley, CA","Berkeley, CA",USA,USA,USA,"Berkeley, CA, USA","Berkeley, CA, USA","Berkeley, CA, USA",225,1961,Chemistry
"Digital Pathways, Inc.","Digital Pathways, Inc.","Digital Pathways, Inc.","Digital Pathways, Inc.","Mountain View, CA","Mountain View, CA","Mountain View, CA",USA,USA,USA,"Mountain View, CA","Mountain View, CA","Mountain View, CA",USA,USA,USA,"Mountain View, CA, USA","Mountain View, CA, USA","Mountain View, CA, USA",133,1988,Physics
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",705,1990,Economic Sciences
University of Alberta,University of Alberta,University of Alberta,University of Alberta,Edmonton,Edmonton,Edmonton,Canada,Canada,Kanada,Edmonton,Edmonton,Edmonton,Canada,Canada,Kanada,"Edmonton, Canada","Edmonton, Canada","Edmonton, Kanada",986,2020,Physiology or Medicine
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",984,2019,Economic Sciences
Stanford University School of Medicine,Stanford University School of Medicine,Stanford University School of Medicine,Stanford University School of Medicine,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA","Stanford, CA","Stanford, CA",USA,USA,USA,"Stanford, CA, USA","Stanford, CA, USA","Stanford, CA, USA",890,2013,Chemistry
Brandeis University,Brandeis University,Brandeis University,Brandeis University,"Waltham, MA","Waltham, MA","Waltham, MA",USA,USA,USA,"Waltham, MA","Waltham, MA","Waltham, MA",USA,USA,USA,"Waltham, MA, USA","Waltham, MA, USA","Waltham, MA, USA",939,2017,Physiology or Medicine
Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,Howard Hughes Medical Institute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,N/A,N/A,939,2017,Physiology or Medicine
University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,University of Texas Southwestern Medical Center at Dallas,"Dallas, TX","Dallas, TX","Dallas, TX",USA,USA,USA,"Dallas, TX","Dallas, TX","Dallas, TX",USA,USA,USA,"Dallas, TX, USA","Dallas, TX, USA","Dallas, TX, USA",432,1985,Physiology or Medicine
University of British Columbia,University of British Columbia,University of British Columbia,University of British Columbia,Vancouver,Vancouver,Vancouver,Canada,Canada,Kanada,Vancouver,Vancouver,Vancouver,Canada,Canada,Kanada,"Vancouver, Canada","Vancouver, Canada","Vancouver, Kanada",279,1993,Chemistry
Rockefeller University,Rockefeller University,Rockefeller University,Rockefeller University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",940,2017,Physiology or Medicine
University of Geneva,University of Geneva,University of Geneva,University of Geneva,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,Geneva,Genève,Genève,Switzerland,Sveits,Schweiz,"Geneva, Switzerland","Genève, Sveits","Genève, Schweiz",974,2019,Physics
University of Chicago,University of Chicago,University of Chicago,University of Chicago,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL","Chicago, IL","Chicago, IL",USA,USA,USA,"Chicago, IL, USA","Chicago, IL, USA","Chicago, IL, USA",688,1976,Economic Sciences
California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),California Institute of Technology (Caltech),"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA","Pasadena, CA","Pasadena, CA",USA,USA,USA,"Pasadena, CA, USA","Pasadena, CA, USA","Pasadena, CA, USA",90,1969,Physics
Long Term Capital Management,Long Term Capital Management,Long Term Capital Management,Long Term Capital Management,"Greenwich, CT","Greenwich, CT","Greenwich, CT",USA,USA,USA,"Greenwich, CT","Greenwich, CT","Greenwich, CT",USA,USA,USA,"Greenwich, CT, USA","Greenwich, CT, USA","Greenwich, CT, USA",718,1997,Economic Sciences
Columbia University,Columbia University,Columbia University,Columbia University,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY","New York, NY","New York, NY",USA,USA,USA,"New York, NY, USA","New York, NY, USA","New York, NY, USA",497,1931,Peace
Harvard University,Harvard University,Harvard University,Harvard University,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA","Cambridge, MA","Cambridge, MA",USA,USA,USA,"Cambridge, MA, USA","Cambridge, MA, USA","Cambridge, MA, USA",118,1981,Physics
