awardYear,sortOrder,portion,dateAwarded,prizeStatus,prizeAmount,prizeAmountAdjusted,category.en,category.no,category.se,categoryFullName.en,categoryFullName.no,categoryFullName.se,motivation.en,motivation.se,prizes.links.rel,prizes.links.href,prizes.links.action,prizes.links.types,id,motivation.no,topMotivation.en,topMotivation.se
2010,2,1/2,2010-10-05,received,10000000,11015580,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for groundbreaking experiments regarding the two-dimensional material graphene,för banbrytande experiment rörande det tvådimensionella materialet grafen,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/2010,Get,application/json,850,NA,NA,NA
1950,2,1/2,NA,received,164304,3105508,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for their discovery and development of the diene synthesis,för deras upptäckt och utveckling av diensyntesen,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1950,Get,application/json,211,NA,NA,NA
2002,3,1/2,2002-10-09,received,10000000,12252888,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,för hans utveckling av kärnmagnetisk resonansspektroskopi för bestämning av biologiska makromolekylers tredimensionella struktur i lösning,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/2002,Get,application/json,758,NA,for the development of methods for identification and structure analyses of biological macromolecules,NA
1968,1,1,NA,received,350000,3107674,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,"for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes","för upptäckten av de efter honom uppkallade reciprocitetsrelationerna, som är grundläggande för den irreversibla termodynamiken",nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1968,Get,application/json,236,NA,NA,NA
2013,2,1/3,2013-10-14,received,8000000,8517568,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their empirical analysis of asset prices,för deras empiriska analys av tillgångspriser,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2013,Get,application/json,895,NA,NA,NA
1915,2,1/2,1915-11-12,received,149223,6330371,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for their services in the analysis of crystal structure by means of X-rays,för deras förtjänster om utforskandet av kristallstrukturer medelst röntgenstrålar,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1915,Get,application/json,21,NA,NA,NA
1980,1,1,1980-10-15,received,880000,2942067,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,för konstruktionen av ekonometriska konjunkturmodeller samt deras tilllämpning för analys av ekonomisk politik,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1980,Get,application/json,694,NA,NA,NA
1973,2,1/2,1973-10-17,declined,510000,3392300,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for jointly having negotiated a cease fire in Vietnam in 1973,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1973,Get,application/json,531,for å ha forhandlet frem våpenhvilen i Vietnam i 1973,NA,NA
1963,2,1/2,1963-10-10,received,265000,2890771,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for promoting the principles of the Geneva Convention and cooperation with the UN,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1963,Get,application/json,523,for å ha fremmet prinsippene i Genève-konvensjonen og samarbeidet med FN,NA,NA
1983,1,1,1983-10-05,received,1500000,3782695,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for non-violent struggle for free trade unions and human rights in Poland,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1983,Get,application/json,545,for den ikke-voldelige kampen for frie fagforeninger og menneskerettigheter i Polen,NA,NA
2001,1,1/3,2001-10-08,received,10000000,12518033,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of key regulators of the cell cycle,för deras upptäckter rörande kontrollen av cellcykeln,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2001,Get,application/json,735,NA,NA,NA
1973,1,1/4,1973-10-23,received,510000,3392300,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for their experimental discoveries regarding tunneling phenomena in semiconductors and superconductors, respectively","för deras experimentella upptäckter rörande tunnelfenomenet i halvledare, respektive supraledare",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1973,Get,application/json,97,NA,NA,NA
1920,1,1,1920-12-10,received,134100,2438066,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1920,Get,application/json,484,for sitt langvarige bidrag til fred og rettferdighet og sin fremstående rolle i forbindelse med opprettelsen av Folkeforbundet,NA,NA
1951,1,1,NA,received,167612,2734798,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1951,Get,application/json,512,for å ha viet sitt liv til kampen mot krig gjennom å fremme sosial rettferdighet og brorskap mellom mennesker og nasjoner,NA,NA
1988,1,1/3,1988-10-19,received,2500000,4729931,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,för metoden med neutrinostrålar och påvisandet av leptonernas dubblettstruktur genom upptäckten av myonneutrinon,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1988,Get,application/json,132,NA,NA,NA
1972,2,1/3,NA,received,480000,3406394,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for their jointly developed theory of superconductivity, usually called the BCS-theory","för den av dem gemensamt utvecklade teorien för supraledningsfenomenet, vanligen kallad BCS-teorien",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1972,Get,application/json,95,NA,NA,NA
2007,1,1/3,2007-10-15,received,10000000,11506932,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for having laid the foundations of mechanism design theory,för att ha lagt grunden till teorin för allokeringsmekanismer,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2007,Get,application/json,820,NA,NA,NA
1975,1,1/2,1975-10-14,received,630000,3465908,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for their contributions to the theory of optimum allocation of resources,för deras bidrag till teorin för optimal resursanvändning,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/1975,Get,application/json,686,NA,NA,NA
1939,2,1/2,NA,received,148822,4304564,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his work on polymethylenes and higher terpenes,för hans arbeten över polymetylener och högre terpenföreningar,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1939,Get,application/json,200,NA,NA,NA
1957,1,1,1957-10-03,received,208629,2746709,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1957,Get,application/json,516,for sitt avgjørende bidrag til utplasseringen av en fredsbevarende FN-styrke i kjølvannet av Suez-krisen,NA,NA
1962,1,1,NA,received,257220,2888429,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,"for his pioneering theories for condensed matter, especially liquid helium","för hans banbrytande teorier för kondenserad materia, särskilt flytande helium",nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1962,Get,application/json,77,NA,NA,NA
2011,2,1/3,2011-10-07,received,10000000,10736783,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for their non-violent struggle for the safety of women and for womens rights to full participation in peace-building work,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/2011,Get,application/json,870,for deres ikke-voldelige kamp for kvinners sikkerhet og deres rett til full deltakelse i fredsbyggende arbeid,NA,NA
2004,2,1/2,2004-10-04,received,10000000,11976161,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries of odorant receptors and the organization of the olfactory system,för deras upptäckter av luktreceptorer och luktsinnets organisation,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/2004,Get,application/json,775,NA,NA,NA
1962,1,1,1963-10-10,received,257220,2888429,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his fight against the nuclear arms race between East and West,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1962,Get,application/json,217,for sin kamp mot atomvåpenkappløpet mellom Øst og Vest,NA,NA
1954,1,1,NA,received,181647,2688094,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,för hans arbeten över den kemiska bindningens natur med tillämpning på komplicerade ämnens byggnad,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1954,Get,application/json,217,NA,NA,NA
2010,1,1,2010-10-08,received,10000000,11015580,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his long and non-violent struggle for fundamental human rights in China,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/2010,Get,application/json,855,for hans lange og ikke-voldelige kamp for sentrale menneskerettigheter i Kina,NA,NA
2012,2,1/2,2012-10-15,received,8000000,8512821,Economic Sciences,Økonomi,Ekonomi,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,Sveriges Riksbanks pris i økonomisk vitenskap til minne om Alfred Nobel,Sveriges Riksbanks pris i ekonomisk vetenskap till Alfred Nobels minne,for the theory of stable allocations and the practice of market design,för teorin om stabila allokeringar och för utformning av marknadsinstitutioner i praktiken,nobelPrize,https://api.nobelprize.org/2/nobelPrize/eco/2012,Get,application/json,883,NA,NA,NA
1949,1,1,1949-10-12,received,156290,2983576,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1949,Get,application/json,510,"for sin livslange innsats for å bekjempe sult og nød, og dermed bidra til å avskaffe en vesentlig årsak til militære konflikter og krig",NA,NA
1904,1,1,NA,received,140859,7908819,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for his investigations of the densities of the most important gases and for his discovery of argon in connection with these studies,för hans undersökningar rörande de viktigaste gasernas täthet samt hans i sammanhang med dessa undersökningar gjorda upptäckt av argon,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1904,Get,application/json,8,NA,NA,NA
1957,1,1,NA,received,208629,2746709,Chemistry,Kjemi,Kemi,The Nobel Prize in Chemistry,Nobelprisen i kjemi,Nobelpriset i kemi,for his work on nucleotides and nucleotide co-enzymes,för hans arbeten över nucleotider och nucleotida coenzym,nobelPrize,https://api.nobelprize.org/2/nobelPrize/che/1957,Get,application/json,221,NA,NA,NA
1929,1,1,NA,received,172760,4996952,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for his discovery of the wave nature of electrons,för upptäckten av elektronernas vågnatur,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1929,Get,application/json,36,NA,NA,NA
1998,2,1/3,NA,received,7600000,9889843,Physiology or Medicine,Fysiologi eller medisin,Fysiologi eller medicin,The Nobel Prize in Physiology or Medicine,Nobelprisen i fysiologi eller medisin,Nobelpriset i fysiologi eller medicin,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,för deras upptäckter rörande kväveoxid som en signalmolekyl i hjärtkärlsystemet,nobelPrize,https://api.nobelprize.org/2/nobelPrize/med/1998,Get,application/json,459,NA,NA,NA
1970,2,1/2,1970-10-27,received,400000,3235593,Physics,Fysikk,Fysik,The Nobel Prize in Physics,Nobelprisen i fysikk,Nobelpriset i fysik,for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics,för grundläggande insatser och upptäckter rörande antiferromagnetism och ferrimagnetism som lett till betydelsefulla tillämpningar inom det fasta tillståndets fysik,nobelPrize,https://api.nobelprize.org/2/nobelPrize/phy/1970,Get,application/json,92,NA,NA,NA
1907,2,1/2,1907-12-10,received,138796,7161123,Peace,Fred,Fred,The Nobel Peace Prize,Nobels fredspris,Nobels fredspris,for his decisive influence upon the conduct and outcome of the Hague and Geneva Conferences,NA,nobelPrize,https://api.nobelprize.org/2/nobelPrize/pea/1907,Get,application/json,472,for sin avgjørende innflytelse på gjennomføringen og utfallet av konferansene i Haag og Genève,NA,NA
2020,1,1,2020-10-08,received,10000000,10000000,Literature,Litteratur,Litteratur,The Nobel Prize in  Literature,Nobelprisen i litteratur,Nobelpriset i litteratur,for her unmistakable poetic voice that with austere beauty makes individual existence universal,"för hennes omisskännliga poetiska röst, som med sträng skönhet gör den enskilda människans existens universell",nobelPrize,https://api.nobelprize.org/2/nobelPrize/lit/2020,Get,application/json,993,NA,NA,NA
